Name,Is Fork,Commits,Branches,Default Branch,Releases,Contributors,License,Watchers,Stargazers,Forks,Size,Created At,Pushed At,Updated At,Homepage,Main Language,Total Issues,Open Issues,Total Pull Requests,Open Pull Requests,Last Commit,Last Commit SHA,Has Wiki,Is Archived,Languages,Labels,spring,test,checkstyle,maven,gradle,gradle_on_root,maven_usage_on_root,score
camunda-cloud/zeebe,False,12456,77,develop,116,68,,105,2114,367,97177,2016-03-20 03:38:04.0,2021-11-05 19:30:00.0,2021-11-06 14:08:23.0,https://zeebe.io,Java,4146,367,4008,14,2021-11-05 15:47:15.0,c5cfad51e2feed8d792812c9e0f8cd65bc770733,True,False,"Java,Go,Shell,Groovy,Scala,HTML,Makefile,Dockerfile","¯\_(ツ)_/¯,1.2.1,1.2.3,approved,area/backend,area/frontend,area/infra,area/metrics,area/reliability,area/security,area/ux,backport develop,backport release-1.2.0,backport stable/0.23,backport stable/0.24,backport stable/0.25,backport stable/0.26,backport stable/1.0,backport stable/1.1,backport stable/1.2,blocked,BREAKING CHANGE,Categorize,CI: Hard To Reproduce,dependencies,do-not-merge/blocked-paths,do-not-merge/hold,do-not-merge/invalid-commit-message,do-not-merge/invalid-owners-file,do-not-merge/work-in-progress,duplicate,good first issue,hacktoberfest,hacktoberfest-accepted,help wanted,Impact: Availability,Impact: Data,Impact: Integration,Impact: Maintainability,Impact: Memory Consumption,Impact: Observability,Impact: Performance,Impact: Regression,Impact: Security,Impact: Tech Debt,Impact: Testing,Impact: Usability,invalid,kind/bug,kind/cleanup,kind/deprecation,kind/design,kind/documentation,kind/epic,kind/failing-test,kind/feature,kind/flake,kind/incident-followup,kind/initiative,kind/toil,lgtm,needs-kind,needs-rebase,priority/awaiting-more-evidence,priority/backlog,priority/critical-urgent,priority/important-longterm,priority/important-soon,question,release-note,release-note-action-required,release-note-none,Release: 0.19.0,Release: 0.20.0,Release: 0.20.2,Release: 0.20.3,Release: 0.20.3 RC1,Release: 0.20.3 RC2,Release: 0.21.0,Release: 0.21.1,Release: 0.22.0,Release: 0.22.0-alpha1,Release: 0.22.0-alpha2,Release: 0.22.1,Release: 0.22.2,Release: 0.22.3,Release: 0.22.4,Release: 0.22.5,Release: 0.23.0,Release: 0.23.0-alpha1,Release: 0.23.0-alpha2,Release: 0.23.1,Release: 0.23.2,Release: 0.23.3,Release: 0.23.4,Release: 0.23.5,Release: 0.23.6,Release: 0.23.7,Release: 0.24.0,Release: 0.24.0-alpha1,Release: 0.24.0-alpha2,Release: 0.24.1,Release: 0.24.2,Release: 0.24.3,Release: 0.24.4,Release: 0.24.5,Release: 0.24.6,Release: 0.25.0,Release: 0.25.0-alpha1,Release: 0.25.0-alpha2,Release: 0.25.1,Release: 0.25.2,Release: 0.25.3,Release: 0.25.4,Release: 0.26.0,Release: 0.26.0-alpha1,Release: 0.26.0-alpha2,Release: 0.26.1,Release: 0.26.2,Release: 0.26.3,Release: 0.26.4,Release: 0.26.5,Release: 1.0.0,Release: 1.0.0-alpha1,Release: 1.0.0-alpha2,Release: 1.0.0-alpha3,Release: 1.0.0-alpha4,Release: 1.0.0-alpha5,Release: 1.0.0-alpha6,Release: 1.0.0-alpha7,Release: 1.0.0-rc1,Release: 1.0.0-rc2,Release: 1.0.0-rc3,Release: 1.0.1,Release: 1.0.2,Release: 1.0.3,Release: 1.0.4,Release: 1.0.5,Release: 1.1.0,Release: 1.1.0-alpha1,Release: 1.1.1,Release: 1.1.2,Release: 1.1.3,Release: 1.1.4,Release: 1.1.5,Release: 1.2.0,Release: 1.2.0-alpha1,Release: 1.2.0-alpha2,Release: 1.2.1,Release: 1.2.2,Release: 1.2.3,Release: 1.2.4,Release: 1.3.0-alpha1,Research,Scope: broker,Scope: clients/go,Scope: clients/java,Scope: gateway,Severity: Critical,Severity: High,Severity: Low,Severity: Mid,size/L,size/M,size/S,size/XL,size/XS,size/XXL,Status: Needs Information,Status: Needs Review,Status: Needs Stakeholder Input,Status: Needs Triage,Status: Planned,Status: Stale,Support,tide/merge-blocker,tide/merge-method-merge,tide/merge-method-rebase,tide/merge-method-squash,Type: Bug,Type: Docs,Type: Enhancement,Type: Maintenance,Type: Question,Type: Unstable Test,wont fix,ZEP",1,1563,1,1,0,0,1,52.70596222718535
springfox/springfox,False,3755,24,master,12,156,Apache License 2.0,275,5379,1464,186078,2012-05-06 06:38:57.0,2021-10-26 11:21:09.0,2021-10-27 06:45:22.0,http://springfox.io,Java,3386,271,522,67,2020-10-14 01:49:23.0,ab5868471cdbaf54dac01af12933fe0437cf2b01,True,False,"Java,Groovy,JavaScript,HTML,CSS,Vim Snippet,Shell","Announcement,bug,can-use-for-docs,dependencies,duplicate,epic/oas3,feature,good first issue,has-workaround,help-wanted,in progress,investigating,maintenance,next,not-reproducable,PR,question,waiting-for-more-info,wontfix",1,806,1,0,1,1,0,52.02579035991371
sofastack/sofa-boot,False,427,5,master,47,27,Apache License 2.0,321,4394,1111,3157,2018-04-02 08:28:14.0,2021-11-03 09:22:01.0,2021-11-04 02:35:59.0,https://www.sofastack.tech/sofa-boot/docs/Home,Java,355,9,498,9,2021-10-21 11:51:56.0,b3770f2582657ae69667ede74e24d72c17ba16e9,True,False,"Java,Shell","bug,cla:no,cla:yes,discussion,document,duplicate,enhancement,First-time contributor,good first issue,help wanted,incompatible,invalid,optimization,question,refactor,remove,size/L,size/M,size/S,size/XL,size/XS,size/XXL,Typo,upgrade,waiting for feedback,wontfix",1,669,0,1,1,0,1,50.471052128585946
networknt/light-example-4j,False,898,9,release,0,11,Apache License 2.0,31,140,66,7519,2016-09-11 14:31:47.0,2021-10-12 19:19:19.0,2021-10-14 01:01:07.0,,Java,172,5,519,0,2021-09-23 13:42:52.0,d9502b7c42908f226105171f9ea95e62d970dcfc,True,False,"Java,Shell,Dockerfile,JavaScript,TypeScript,HTML,Kotlin,CSS,Makefile,PLSQL,Lua","bug,dependencies,duplicate,enhancement,help wanted,invalid,java,javascript,question,wontfix",1,2463,0,1,1,0,0,50.176108822364114
sakaiproject/sakai,False,50727,10,master,0,214,Educational Community License v2.0,74,792,781,440154,2014-12-29 11:14:17.0,2021-11-05 20:06:59.0,2021-11-06 19:50:48.0,https://www.sakailms.org,Java,0,0,9613,30,2021-11-05 12:09:46.0,4d2c4d57d83abe90f89e1e023b0fec2efe3e3738,True,False,"Java,HTML,JavaScript,CSS,PLSQL,SCSS,XSLT,Handlebars,Rich Text Format,Shell,Perl,PHP,C++,Lasso,Batchfile,Classic ASP,Dockerfile,Ruby,ASP.NET,Python","accessibility,BLOCKER,bug,cla?,dependencies,duplicate,enhancement,for discussion,future,GradebookNG,I18N,known issue,L10N,low risk,merged 11x,needs jira issue,non issue,please merge sakai-19,please merge to sakai-11,priority,ready to test,STEP Project,translation,Unit Test Required,update commit message when merging,use rebase+merge,use squash+merge,wontfix,work in progress",1,1236,1,1,0,0,1,49.955243548096064
box/mojito,False,1020,60,master,73,18,Apache License 2.0,25,297,48,17792,2016-06-03 21:50:33.0,2021-10-15 14:49:10.0,2021-10-15 14:49:14.0,https://www.mojito.global/,Java,72,7,663,15,2021-10-15 14:49:09.0,d13a4541da502a6b15cefaac535b5180d8eef08f,False,False,"Java,JavaScript,SCSS,HTML,Shell,TypeScript,Dockerfile","bug,dependencies,documentation,duplicate,enhancement,help wanted,invalid,java,javascript,question,wontfix",1,2416,0,1,0,0,1,49.6805968331294
apache/shiro,False,2203,33,main,0,53,Apache License 2.0,228,3649,2112,25957,2009-08-29 08:00:17.0,2021-11-04 14:13:12.0,2021-11-04 13:51:30.0,https://shiro.apache.org/,Java,0,0,313,16,2021-10-23 11:23:05.0,b637c4676537dc49fd06a226bdd395615021da53,False,False,"Java,Groovy,CSS,Shell","hacktoberfest-accepted,pending-cla,question,shiro-2.0.0,spam",1,554,0,1,0,0,1,47.3527914195599
spring-cloud/spring-cloud-netflix,False,2898,30,main,2,196,Apache License 2.0,385,4481,2290,19727,2014-07-11 15:46:12.0,2021-11-03 11:25:50.0,2021-11-04 15:05:39.0,http://cloud.spring.io/spring-cloud-netflix/,Java,3095,75,893,20,2021-11-03 11:25:47.0,dc45b7f580fadb73c505990b065d4986cd7156e3,True,False,"Java,CSS,Less,Shell","backlog,bug,closable,dependencies,documentation,duplicate,enhancement,feedback-provided,feedback-reminder,for team discussion,good first issue,gracehopperOSD,help wanted,icebox,in progress,invalid,needs release note,on hold,question,ready,security,task,unknown,waiting for feedback,waiting for votes,waiting-for-triage,wontfix",1,88,1,1,0,0,1,46.122909965831134
kiegroup/optaplanner,False,8056,51,main,0,111,Apache License 2.0,167,2399,803,217266,2011-02-15 19:38:23.0,2021-11-05 15:55:46.0,2021-11-05 15:33:35.0,https://www.optaplanner.org,Java,0,0,1652,13,2021-11-05 15:33:31.0,9a416682af68095ee392609aa82179e7ab5dad23,False,False,"Java,JavaScript,FreeMarker,CSS,Groovy,HTML,Shell,Batchfile,XSLT","backport too,dependencies,do_not_merge,dsl-test,experiment,multi-repo,run_fdb,stale-but-might-be-useful",1,1631,0,1,0,0,1,45.23899366895931
bonitasoft/bonita-engine,False,12619,25,master,2,35,,53,112,78,102762,2013-07-02 13:06:27.0,2021-09-28 09:52:35.0,2021-09-28 09:53:09.0,,Java,0,0,279,0,2021-09-24 09:22:18.0,12160bf68eeefa4d10c0af6929701162086ae9de,True,False,"Java,Groovy,TSQL,Shell,Batchfile","bug,documentation,duplicate,enhancement,feature,invalid,poc,question,wontfix",1,2006,0,1,1,1,0,45.143016069893214
blazebit/blaze-persistence,False,2135,7,master,49,13,Other,16,335,40,29823,2014-07-12 11:08:47.0,2021-11-03 06:41:21.0,2021-11-04 05:01:08.0,https://persistence.blazebit.com,Java,1008,174,368,7,2021-11-01 10:49:13.0,8e4eab83594dd55ea7707c745a262a4b387d8c36,False,False,"Java,CSS,ANTLR,FreeMarker,Shell,HTML,JavaScript,Batchfile","beginner possible,component: core,component: deltaspike-data,component: entity-view,component: entity-view-annotation-processor,component: GraphQL,component: jackson,component: jax-rs,component: jpa-criteria,component: quarkus,component: QueryDSL,component: spring-data,component: spring-data-webflux,component: spring-data-webmvc,component: spring-hateoas,component: updatable-entity-view,dependencies,documentation,duplicate,help wanted,invalid,kind: bug,kind: enhancement,kind: performance,question,website,wontfix,workaround available,worth: high,worth: low,worth: medium",1,2154,1,1,0,0,1,44.855869374036224
vaadin/flow,False,21264,222,master,407,139,Apache License 2.0,49,330,105,158139,2015-04-29 17:54:35.0,2021-11-07 00:22:59.0,2021-11-05 19:58:22.0,,Java,5406,1011,6688,15,2021-11-05 19:58:18.0,eff51def06114ee39e395be83cf8664fac86dc7c,True,False,"Java,JavaScript,TypeScript,Kotlin,HTML,CSS,Mustache,Shell,Scala,SCSS","+0.0.1,+0.1.0,+1.0.0,accessibility,awaits another ticket,BFP,binder,blocked,bot,breaking change,bug,cherry pick,cherry-picked-1.0,cherry-picked-2.7,cherry-picked-6.0,cherry-picked-7.0,cherry-picked-8.0,code quality,compatibility mode,components,Contribution,core,data binding,data provider,demo,development mode,dnd,documentation,duplicate,DX,element API,embedding flow,enhancement,Epic,external dependency,feedback,firefox,fusion,generator,Good First Issue,gradle,groomed,Help wanted,I18N,Impact: High,Impact: Low,internal improvement,invalid,investigation,java,JPMS,karaf,kotlin,live reload,maven-plugin,migrating-from-v8,MPR,need to pick manually (2.4),need to pick manually (2.5),need to pick manually (5.0),need to pick manually 1.0,need to pick manually 2.4,need to pick manually 2.5,need to pick manually 2.6,need to pick manually 2.7,need to pick manually 5.0,need to pick manually 6.0,need to pick manually 7.0,need to pick manually 8.0,needs design,needs-manual-bp/2.2,needs-manual-bp/3.0,node/npm/pnpm,not reproducible,offline,OSGi,p2-p3 migration tool,performance,portlet,prerelease version,prerelease version for platform 14.5.0,prerelease version for platform 14.6.0,prerelease version for platform 14.7.0,prerelease version for platform 19.0.0,prerelease version for platform 20.0.0,prerelease version for platform 21.0.0,prerelease version for platform 22.0.0,preserve-on-refresh,production,push,pwa,quarkus,question,refactor,regression,release,Released with Platform 14.4.10,Released with Platform 14.4.4,Released with Platform 14.4.5,Released with Platform 14.4.7,Released with Platform 14.5.0.alpha2,Released with Platform 14.5.0.rc1,Released with Platform 14.5.3,Released with Platform 14.5.5,Released with Platform 14.6.0,Released with Platform 14.6.0.beta1,Released with Platform 14.6.0.beta2,Released with Platform 14.6.0.rc1,Released with Platform 14.6.1,Released with Platform 14.6.2,Released with Platform 14.6.3,Released with Platform 14.6.4,Released with Platform 14.6.5,Released with Platform 14.6.6,Released with Platform 14.6.7,Released with Platform 14.6.9,Released with Platform 14.7.0.alpha3,Released with Platform 14.7.0.beta1,Released with Platform 14.7.0.rc1,Released with Platform 14.7.1,Released with Platform 14.7.2,Released with Platform 17.0.11,Released with Platform 19.0.0,Released with Platform 19.0.0.alpha1,Released with Platform 19.0.0.alpha2,Released with Platform 19.0.0.alpha5,Released with Platform 19.0.1,Released with Platform 19.0.2,Released with Platform 19.0.3,Released with Platform 19.0.4,Released with Platform 19.0.5,Released with Platform 19.0.6,Released with Platform 19.0.7,Released with Platform 19.0.8,Released with Platform 19.0.9,Released with Platform 20.0.0,Released with Platform 20.0.0.alpha6,Released with Platform 20.0.0.alpha7,Released with Platform 20.0.0.alpha8,Released with Platform 20.0.0.beta2,Released with Platform 20.0.0.beta3,Released with Platform 20.0.0.rc1,Released with Platform 20.0.2,Released with Platform 20.0.4,Released with Platform 20.0.5,Released with Platform 20.0.6,Released with Platform 20.0.7,Released with Platform 20.0.8,Released with Platform 21.0.0,Released with Platform 21.0.0.alpha10,Released with Platform 21.0.0.alpha2,Released with Platform 21.0.0.alpha3,Released with Platform 21.0.0.alpha5,Released with Platform 21.0.0.alpha7,Released with Platform 21.0.0.alpha8,Released with Platform 21.0.0.alpha9,Released with Platform 21.0.0.beta1,Released with Platform 21.0.0.beta2,Released with Platform 21.0.0.rc1,Released with Platform 21.0.0.rc2,Released with Platform 21.0.0.rc3,Released with Platform 21.0.1,Released with Platform 21.0.2,Released with Platform 21.0.3,Released with Platform 22.0.0.alpha1,Released with Platform 22.0.0.alpha2,Released with Platform 22.0.0.alpha4,Released with Platform 22.0.0.alpha5,Released with Platform 22.0.0.alpha6,Released with Platform 22.0.0.alpha7,Released with Platform 22.0.0.alpha8,Released with Platform 22.0.0.alpha9,Released with Platform 22.0.0.beta1,routing,servers,Severity: Blocker,Severity: Major,Severity: Minor,Shortcut API,spring,target/1.0,target/2.4,target/2.5,target/2.6,target/2.7,target/6.0,target/7.0,target/8.0,template,template-in-template,testing,theming,to be cherry picked,tutorial,UX,v21,v22,v8,vite,waiting for author,web component,webpack,website,windows,wontfix,workaround",1,1674,1,1,1,0,1,44.4736244323662
vaadin/framework,False,19139,93,master,168,194,Other,145,1705,728,476630,2012-10-19 10:41:30.0,2021-11-04 10:07:56.0,2021-11-04 11:07:00.0,http://vaadin.com/,Java,9712,487,2743,9,2021-11-03 15:26:26.0,ded151dae15f0d88c7f8c0a804afb8677ed31760,False,False,"Java,SCSS,JavaScript,HTML,Shell,Batchfile,Python,CSS,Smarty","BFP,bug,candidate,cannot reproduce,dependencies,documentation,duplicate,enhancement,Epic,Good First Issue,Help wanted,invalid,needs design,pick to 7,pick to compatibility package,Pinned,Project packaging build release,push,question,Stale,v6,v7,v7-compatibility-pack,valo,waiting for author,wontfix,workaround",1,2279,1,1,0,0,1,44.456759003713955
spring-cloud/spring-cloud-kubernetes,False,1144,22,main,0,100,Apache License 2.0,178,2841,841,4691,2016-12-13 21:36:25.0,2021-11-05 19:08:57.0,2021-11-07 04:24:32.0,,Java,486,49,416,12,2021-11-03 16:01:58.0,499fe8067baaa8da2111aed9efaea1d6e1a1f3fa,True,False,"Java,Shell","bug,dependencies,documentation,duplicate,enhancement,feedback-provided,feedback-reminder,first-timers-only,for team discussion,help wanted,icebox,ideal-for-contribution,in progress,invalid,question,task,waiting for feedback,waiting for votes,waiting-for-triage,wontfix",1,957,1,1,0,0,1,44.04355961496381
axonframework/axonframework,False,7618,26,master,85,132,Other,202,2526,681,34051,2011-12-02 16:04:42.0,2021-11-05 09:43:50.0,2021-11-06 13:47:26.0,http://axoniq.io,Java,950,82,1039,3,2021-11-03 12:28:30.0,c5254f95732f33ba28636f83df26509257124ca2,False,False,Java,"CVSS: High,CVSS: Low,CVSS: Medium,Epic,Ideal for Contribution,Priority 1: Must,Priority 2: Should,Priority 3: Could,Priority 4: Would,Status: Blocked,Status: Duplicate,Status: In Progress,Status: Information Required,Status: Obsolete,Status: On Hold,Status: Resolved,Status: Under Discussion,Status: Won't Fix,Target: 4.5.4,Target: 4.6.0,Type: Bug,Type: Dependency Upgrade,Type: Documentation,Type: Enhancement,Type: Feature,Type: Incorrect Repository,Type: Question",1,895,0,1,0,0,1,43.7821060529392
apache/isis,False,18412,122,master,0,42,Other,59,658,269,315151,2012-11-30 08:00:24.0,2021-11-05 14:30:08.0,2021-11-07 00:04:44.0,https://isis.apache.org/,Java,0,0,757,1,2021-11-05 14:30:05.0,d80e44cb14937ac18e487d588a87f59f5f6f9b75,False,False,"Java,Rich Text Format,Kotlin,JavaScript,HTML,CSS,Shell,Groovy,Clean,Handlebars,Gherkin","bug,dependencies,duplicate,enhancement,github_actions,invalid,java,on hold,question,research,ruby,wontfix",1,2165,0,1,1,0,1,43.33909159307636
ctripcorp/x-pipe,False,3029,8,master,2,19,Apache License 2.0,127,1488,450,40836,2016-03-29 12:22:36.0,2021-11-05 11:20:07.0,2021-11-05 11:20:10.0,,Java,53,1,424,2,2021-11-05 11:20:07.0,bd73fbfcc2cfc30c3fb42289b343fee4b3252a97,True,False,"Java,TypeScript,HTML,Shell,JavaScript,Dockerfile,CSS","bug,dependencies,duplicate,enhancement,help wanted,invalid,java,question,wontfix",1,1554,0,1,0,0,1,43.33437685885354
techempower/frameworkbenchmarks,False,12557,3,master,15,387,Other,236,6093,1663,302715,2013-03-22 17:33:54.0,2021-11-07 05:25:26.0,2021-11-07 02:30:24.0,https://www.techempower.com/benchmarks/,Java,1153,90,5646,8,2021-11-05 23:43:39.0,aa82ef1dd601756639758311b9aaac6da585db16,True,False,"Java,C#,PHP,Dockerfile,Python,C++,JavaScript,C,D,Rust,Go,Shell,Swift,Scala,F#,EJS,Haskell,Clojure,Ruby,Kotlin,HTML,Crystal,Erlang,OCaml,Elixir,Dart,Visual Basic .NET,TypeScript,Lua,Groovy,Common Lisp,CMake,Perl,Nim,ColdFusion,Makefile,Mustache,PLpgSQL,Racket,Prolog,Julia,Meson,Reason,UrWeb,Handlebars,MoonScript,QMake,Hack,CSS,Vala,Smarty,Dylan,Jinja,Batchfile,Nix,V,Blade,Volt,M,ASL,Twig,Slim,StringTemplate,Pug,ASP.NET,Raku",".NET,Add to Wiki,Added to Roadmap,Blocking,Blog,Bug: Documentation,Bug: Framework,Bug: Results Web Site,Bug: Test Type,Bug: Toolset,Bug: Travis-CI,Bug: Vagrant,dependencies,Discussion Thread,Enhance: Documentation,Enhance: Framework,Enhance: Results Web Site,Enhance: Test Type,Enhance: TFB,Enhance: Toolset,Enhance: Travis-CI,Hacktoberfest,High Priority,Issue: Inactive,java,javascript,New Feature: Documentation,New Feature: Framework,New Feature: Results Web Site,New Feature: Test Type,New Feature: Toolset,New Feature: Travis-CI,PR: Abandoned,PR: Awaiting External Approval,PR: Bug Fix,PR: Do Not Merge,PR: Docker,PR: Needs TE Review,PR: Please Update,PR: Postpone,PR: Work in Progress,python,Response needed!,Review: Documentation,Review: Framework,Review: Results Web Site,Review: Test Type,Review: TFB,Review: Toolset,Review: Travis-CI,RFC,TE: Quality of Life Improvement,TPR,Waiting For Review,Working as Intended",1,23,0,1,1,0,0,42.46479423169882
mock-server/mockserver,False,3083,9,master,0,62,Apache License 2.0,135,3422,867,47285,2013-02-26 06:09:52.0,2021-10-31 03:40:26.0,2021-11-01 07:52:10.0,http://mock-server.com,Java,813,127,274,42,2020-12-19 17:58:04.0,33ce88631b4e3d09b499caccfe1f7897f9fc8f18,True,False,"Java,HTML,Shell,SCSS,JavaScript,Ruby,Dockerfile,FreeMarker,CSS","bug,dependencies,documentation,duplicate,enhancement,github_actions,in progress,invalid,java,need_more_information,next,proposal,question,ready,ruby_client,unable_to_reproduce,wontfix",1,719,1,1,1,0,1,42.449418679208065
spring-cloud/spring-cloud-gateway,False,1965,26,main,0,141,Apache License 2.0,219,3249,2457,9887,2016-11-16 21:42:51.0,2021-11-05 21:25:57.0,2021-11-07 01:26:04.0,http://cloud.spring.io,Java,1891,229,510,23,2021-11-05 21:04:16.0,1dc0e8a14c712bfe80f2174f147ef65e1e4b057f,True,False,"Java,Kotlin,Lua,HTML","backlog,blocked,bug,dependencies,documentation,duplicate,enhancement,feedback-provided,feedback-reminder,for team discussion,good first issue,help wanted,icebox,in progress,invalid,question,task,waiting for feedback,waiting for votes,waiting-for-triage,wontfix",1,304,1,1,0,0,1,41.921452043202486
netflix/conductor,False,2596,10,main,266,150,Apache License 2.0,452,3626,1181,20940,2016-12-07 22:48:42.0,2021-11-07 03:18:36.0,2021-11-06 10:31:48.0,https://netflix.github.io/conductor/,Java,1255,61,1125,9,2021-11-01 19:03:06.0,1c853b3239a991416c01efd78350f2c5256edb9b,True,False,"Java,Groovy,JavaScript,Go,Python,Dockerfile,SCSS,Shell,HTML,Makefile,CSS","announcement,conductor-3.0,DO_NOT_MERGE,duplicate,enhancement,gradle-wrapper,help_wanted,invalid,question,ready for review,skip-changelog,Stale,type: bug,type: dependencies,type: docs,type: feature,type: important,type: maintenance,UI,wontfix,work_in_progress",1,450,0,0,1,1,0,41.4847539245024
googlecloudplatform/java-docs-samples,False,5783,28,main,1,215,Apache License 2.0,136,1363,2527,59660,2015-03-25 22:48:38.0,2021-11-06 22:37:22.0,2021-11-07 02:38:05.0,https://cloud.google.com/java,Java,911,16,5430,11,2021-11-05 23:45:59.0,7a4e588f3485bd43f481acbb7db61cb3b7484ecc,False,False,"Java,Shell,HTML,Dockerfile,Scala,JavaScript,Kotlin,CSS,Batchfile,Python,Groovy,XSLT",":rotating_light:,aiplatform,api: accessapproval,api: accesscontextmanager,api: actions,api: adexperiencereport,api: ads,api: adsdatahub,api: adsense,api: adsensehost,api: adwords,api: aiplatform,api: analyticsadmin,api: analyticsdata,api: apigateway,api: apigee,api: apigeeconnect,api: apikeys,api: appengine,api: area120tables,api: artifactregistry,api: assuredworkloads,api: automl,api: bigquery,api: bigqueryconnection,api: bigquerydatatransfer,api: bigquerymigration,api: bigqueryml,api: bigqueryreservation,api: bigquerystorage,api: bigtable,api: bigtableadmin,api: billingbudgets,api: binaryauthorization,api: calendar,api: chat,api: chromeosmoblab,api: classroom,api: cloudasset,api: cloudbilling,api: cloudbuild,api: cloudchannel,api: clouddebugger,api: clouddeploy,api: clouderrorreporting,api: cloudfunctions,api: cloudidentity,api: cloudiot,api: cloudkms,api: cloudprivatecatalog,api: cloudprofiler,api: cloudresourcemanager,api: cloudscheduler,api: cloudsearch,api: cloudshell,api: cloudsql,api: cloudtasks,api: cloudtrace,api: composer,api: compute,api: confidentialcomputing,api: connectgateway,api: contactcenterinsights,api: container,api: containeranalysis,api: datacatalog,api: datacommons,api: dataflow,api: datafusion,api: datalabeling,api: dataproc,api: datastore,api: datastudio,api: deploymentmanager,api: dialogflow,api: dlp,api: dns,api: docs,api: documentai,api: domains,api: drive,api: driveactivity,api: earthengine,api: endpoints,api: eventarc,api: fcm,api: file,api: firebasedynamiclinks,api: firebaseinappmessaging,api: firestore,api: functions,api: gameservices,api: genomics,api: gkehub,api: gmail,api: googleads,api: gsuiteaddons,api: healthcare,api: homegraph,api: iam,api: iamcredentials,api: iap,api: identitytoolkit,api: jobs,api: language,api: lifesciences,api: logging,api: managedidentities,api: mediatranslation,api: memcache,api: metastore,api: ml,api: monitoring,api: monitoring-dashboards,api: networkconnectivity,api: networkmanagement,api: notebooks,api: organizationpolicy,api: orgpolicy,api: osconfig,api: oslogin,api: people,api: phishingprotection,api: playablelocations,api: policytroubleshooter,api: privateca,api: pubsub,api: pubsublite,api: recaptchaenterprise,api: recommendationengine,api: recommender,api: redis,api: resourcesettings,api: retail,api: roads,api: run,api: runtimeconfig,api: script,api: secretmanager,api: security-privateca,api: securitycenter,api: serviceconsumermanagement,api: servicecontrol,api: servicedirectory,api: servicemanagement,api: serviceusage,api: sheets,api: slides,api: smartdevicemanagement,api: sourcerepo,api: spanner,api: speech,api: sqladmin,api: storage,api: storagetransfer,api: tasks,api: texttospeech,api: tpu,api: trafficdirector,api: transcoder,api: translate,api: translation,api: vault,api: videointelligence,api: videostitcher,api: vision,api: vmwareengine,api: vpcaccess,api: walletobjects,api: watcher,api: webrisk,api: websecurityscanner,api: workflowexecutions,api: workflows,automerge,automerge: exact,blunderbuss: assign,cla: no,cla: yes,dependencies,do not merge,eol,external,FLAKY TEST,flakybot: flaky,flakybot: issue,flakybot: quiet,good first issue,help wanted,kokoro:force-run,kokoro:rebuild,kokoro:run,lang: cpp,lang: dotnet,lang: elixir,lang: go,lang: java,lang: nodejs,lang: php,lang: python,lang: ruby,needs more info,needs work,next major: breaking change,owlbot:run,policybot,priority: p0,priority: p1,priority: p2,priority: p3,product: admin_sdk,product: apps_script,product: drive_picker,product: gsuiteaddons,release blocking,samples,semver: major,semver: minor,semver: patch,Serverless,snippet-bot:force-run,snippet-bot:no-prefix-req,stale-wontfix,status: blocked,status: duplicate,status: investigating,status: will not fix,triage me,type: bug,type: cleanup,type: docs,type: feature request,type: process,type: question",1,900,0,1,1,1,0,40.252069846193706
spring-cloud/spring-cloud-contract,False,3884,30,main,1,123,Apache License 2.0,41,606,376,132468,2016-06-12 17:11:44.0,2021-11-04 11:05:20.0,2021-11-04 11:05:24.0,https://cloud.spring.io/spring-cloud-contract,Java,1116,65,609,1,2021-11-04 10:33:49.0,bd4b74c999c3ad7dc48ede300771be608d06297e,True,False,"Java,Groovy,Kotlin,Shell,CSS,Dockerfile,Vim Snippet","backlog,breaking change,bug,dependencies,documentation,duplicate,enhancement,feedback-provided,feedback-reminder,first-timers-only,for team discussion,for: external-project,for: merge-with-amendments,for: stackoverflow,for: team-attention,for: team-meeting,good first issue,gracehopperOSD,gradle plugin,help wanted,icebox,in progress,invalid,maven plugin,question,ready,security,status: back-port,status: blocked,status: declined,status: duplicate,status: feedback-provided,status: feedback-reminder,status: first-timers-only,status: forward-port,status: ideal-for-contribution,status: invalid,status: noteworthy,status: on-hold,status: pending-design-work,status: reserved-for-conference-event,status: superseded,status: waiting-for-feedback,status: waiting-for-triage,task,theme: config-data,theme: datasource,theme: devtools,theme: inner-loop,theme: kubernetes,theme: native,theme: observability,theme: performance,verifier,waiting for feedback,waiting-for-triage,waiting-for-votes,wontfix",1,2035,1,1,1,0,1,40.2353397278
gchq/gaffer,False,6921,55,develop,105,49,Apache License 2.0,151,1636,336,192929,2015-12-14 12:12:39.0,2021-10-22 14:00:48.0,2021-10-22 13:55:36.0,,Java,1212,106,1304,7,2021-10-22 13:55:32.0,ee0e5756c986f23cfe821f16c45c7115d18e242f,True,False,"Java,JavaScript,Shell,HTML,CSS","advanced,automation,beginner,blocked,bug,deferred,dependencies,duplicate,enhancement,federated-store,good first issue,hbase,headliner,in-review,intermediate,invalid,Maestro,map-store,migration-required,named-operation,needs-elaboration,p:critical,p:high,p:low,p:normal,parquet,possible-bug,proxy-store,question,rest-api,spark,tech-def,vote-required,wontfix",1,1699,1,1,0,0,1,39.44633163298074
